"","variety","country","points","price","province","region_1","title","winery","word","n","year"
"528","Nebbiolo","Italy",95,60,"Piedmont","Barolo","Bel Colle 2012 Simposio  (Barolo)","Bel Colle","pepper",458,"2012"
"529","Nebbiolo","Italy",95,60,"Piedmont","Barolo","Bel Colle 2012 Simposio  (Barolo)","Bel Colle","polished",237,"2012"
"530","Nebbiolo","Italy",95,60,"Piedmont","Barolo","Bel Colle 2012 Simposio  (Barolo)","Bel Colle","2018",246,"2012"
"531","Nebbiolo","Italy",89,89,"Piedmont","Barolo","Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo)","Revello Fratelli","coffee",263,"2012"
"532","Nebbiolo","Italy",89,89,"Piedmont","Barolo","Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo)","Revello Fratelli","lead",355,"2012"
"533","Nebbiolo","Italy",89,89,"Piedmont","Barolo","Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo)","Revello Fratelli","grained",297,"2012"
"534","Nebbiolo","Italy",89,89,"Piedmont","Barolo","Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo)","Revello Fratelli","provide",243,"2012"
"535","Nebbiolo","Italy",93,90,"Piedmont","Barolo","Brandini 2011 Resa 56  (Barolo)","Brandini","bodied",210,"2011"
"536","Nebbiolo","Italy",93,90,"Piedmont","Barolo","Brandini 2011 Resa 56  (Barolo)","Brandini","mint",215,"2011"
"537","Nebbiolo","Italy",90,53,"Piedmont","Barolo","Comm. G. B. Burlotto 2011 Acclivi  (Barolo)","Comm. G. B. Burlotto","balsamic",308,"2011"
"538","Nebbiolo","Italy",90,53,"Piedmont","Barolo","Comm. G. B. Burlotto 2011 Acclivi  (Barolo)","Comm. G. B. Burlotto","dried",471,"2011"
"539","Nebbiolo","Italy",85,80,"Piedmont","Barolo","Paolo Manzone 2012 Meriame  (Barolo)","Paolo Manzone","menthol",323,"2012"
"540","Nebbiolo","Italy",85,80,"Piedmont","Barolo","Paolo Manzone 2012 Meriame  (Barolo)","Paolo Manzone","espresso",330,"2012"
"541","Nebbiolo","Italy",85,80,"Piedmont","Barolo","Paolo Manzone 2012 Meriame  (Barolo)","Paolo Manzone","toast",235,"2012"
"542","Nebbiolo","Italy",85,80,"Piedmont","Barolo","Paolo Manzone 2012 Meriame  (Barolo)","Paolo Manzone","sage",294,"2012"
"543","Nebbiolo","Italy",86,30,"Piedmont","Nebbiolo d'Alba","Dosio 2012  Nebbiolo d'Alba","Dosio","violet",254,"2012"
"544","Nebbiolo","Italy",87,50,"Piedmont","Barbaresco","Boffa 2013 Pajè  (Barbaresco)","Boffa","whiff",327,"2013"
"545","Nebbiolo","Italy",87,50,"Piedmont","Barbaresco","Boffa 2013 Pajè  (Barbaresco)","Boffa","baking",253,"2013"
"546","Nebbiolo","Italy",87,35,"Piedmont","Barbaresco","Castello di Neive 2013  Barbaresco","Castello di Neive","clove",424,"2013"
"547","Nebbiolo","Italy",87,60,"Piedmont","Barbaresco","Battaglio 2013  Barbaresco","Battaglio","star",224,"2013"
"548","Nebbiolo","Italy",94,180,"Piedmont","Barolo","Ascheri 2013 Ascheri  (Barolo)","Ascheri","cinnamon",245,"2013"
"549","Nebbiolo","Italy",92,82,"Piedmont","Barolo","Fratelli Alessandria 2006 Gramolere  (Barolo)","Fratelli Alessandria","wild",349,"2006"
"550","Nebbiolo","Italy",94,60,"Piedmont","Barolo","Le Strette 2010 Bergera Pezzole  (Barolo)","Le Strette","vanilla",228,"2010"
"551","Zinfandel","US",86,24,"California","Napa Valley","Napa Cellars 2014 Classic Zinfandel (Napa Valley)","Napa Cellars","petite",183,"2014"
"552","Zinfandel","US",86,24,"California","Napa Valley","Napa Cellars 2014 Classic Zinfandel (Napa Valley)","Napa Cellars","sirah",184,"2014"
"553","Zinfandel","US",86,24,"California","Napa Valley","Napa Cellars 2014 Classic Zinfandel (Napa Valley)","Napa Cellars","soft",470,"2014"
"554","Zinfandel","US",86,24,"California","Napa Valley","Napa Cellars 2014 Classic Zinfandel (Napa Valley)","Napa Cellars","smoky",166,"2014"
"555","Zinfandel","US",86,24,"California","Napa Valley","Napa Cellars 2014 Classic Zinfandel (Napa Valley)","Napa Cellars","black",618,"2014"
"556","Zinfandel","US",86,24,"California","Napa Valley","Napa Cellars 2014 Classic Zinfandel (Napa Valley)","Napa Cellars","fruit",777,"2014"
"557","Zinfandel","US",87,26,"California","Santa Clara Valley","Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley)","Martin Ranch","licorice",177,"2014"
"558","Zinfandel","US",87,26,"California","Santa Clara Valley","Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley)","Martin Ranch","pepper",572,"2014"
"559","Zinfandel","US",87,26,"California","Santa Clara Valley","Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley)","Martin Ranch","spice",379,"2014"
"560","Zinfandel","US",87,26,"California","Santa Clara Valley","Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley)","Martin Ranch","strawberry",129,"2014"
"561","Zinfandel","US",87,26,"California","Santa Clara Valley","Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley)","Martin Ranch","sweet",521,"2014"
"562","Zinfandel","US",87,26,"California","Santa Clara Valley","Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley)","Martin Ranch","cherry",615,"2014"
"563","Zinfandel","US",87,26,"California","Santa Clara Valley","Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley)","Martin Ranch","blackberry",671,"2014"
"564","Zinfandel","US",92,39,"California","Rockpile","Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile)","Mauritson","zinfandel",514,"2007"
"565","Zinfandel","US",92,39,"California","Rockpile","Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile)","Mauritson","alcohol",451,"2007"
"566","Zinfandel","US",92,39,"California","Rockpile","Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile)","Mauritson","blackberries",207,"2007"
"567","Zinfandel","US",92,39,"California","Rockpile","Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile)","Mauritson","cola",184,"2007"
"568","Zinfandel","US",92,39,"California","Rockpile","Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile)","Mauritson","peppery",144,"2007"
"569","Zinfandel","US",92,39,"California","Rockpile","Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile)","Mauritson","spices",179,"2007"
"570","Zinfandel","US",92,39,"California","Rockpile","Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile)","Mauritson","tannins",637,"2007"
"571","Zinfandel","US",90,32,"California","Dry Creek Valley","Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley)","Del Carlo Winery","juicy",186,"2014"
"572","Zinfandel","US",85,35,"California","Amador County","Cloud 9 2006 Seity Zinfandel (Amador County)","Cloud 9","briary",192,"9"
"573","Zinfandel","US",85,35,"California","Amador County","Cloud 9 2006 Seity Zinfandel (Amador County)","Cloud 9","brambly",145,"9"
"574","Zinfandel","US",85,35,"California","Amador County","Cloud 9 2006 Seity Zinfandel (Amador County)","Cloud 9","wild",299,"9"
"575","Zinfandel","US",85,35,"California","Amador County","Cloud 9 2006 Seity Zinfandel (Amador County)","Cloud 9","berry",401,"9"
"576","Zinfandel","US",85,35,"California","Amador County","Cloud 9 2006 Seity Zinfandel (Amador County)","Cloud 9","tobacco",163,"9"
"577","Zinfandel","US",89,20,"California","Sonoma County","St. Francis 2009 Old Vines Zinfandel (Sonoma County)","St. Francis","spicy",311,"2009"
"578","Zinfandel","US",87,24,"California","Mendocino County","Claudia Springs 2007 Zinfandel (Mendocino County)","Claudia Springs","ripe",582,"2007"
"579","Zinfandel","US",86,34,"California","Mendocino","Brutocao 2006 Reserve Zinfandel (Mendocino)","Brutocao","fruity",191,"2006"
"580","Zinfandel","US",86,34,"California","Mendocino","Brutocao 2006 Reserve Zinfandel (Mendocino)","Brutocao","cherries",213,"2006"
"581","Zinfandel","US",86,34,"California","Mendocino","Brutocao 2006 Reserve Zinfandel (Mendocino)","Brutocao","currants",150,"2006"
"582","Zinfandel","US",85,16,"California","California","Cline 2007 Ancient Vines Zinfandel (California)","Cline","rich",449,"2007"
"583","Zinfandel","US",85,16,"California","California","Cline 2007 Ancient Vines Zinfandel (California)","Cline","chocolate",399,"2007"
"584","Zinfandel","US",85,16,"California","California","Cline 2007 Ancient Vines Zinfandel (California)","Cline","smooth",198,"2007"
"585","Zinfandel","US",85,16,"California","California","Cline 2007 Ancient Vines Zinfandel (California)","Cline","barbecue",157,"2007"
"586","Zinfandel","US",88,32,"California","Sonoma Valley","Dunbar 2012 Estate Grown Zinfandel (Sonoma Valley)","Dunbar","bodied",470,"2012"
"587","Zinfandel","US",93,46,"California","Sonoma Valley","Carlisle 2013 Pagani Ranch Zinfandel (Sonoma Valley)","Carlisle","cinnamon",218,"2013"
"588","Zinfandel","US",93,46,"California","Sonoma Valley","Carlisle 2013 Pagani Ranch Zinfandel (Sonoma Valley)","Carlisle","leather",190,"2013"
"589","Zinfandel","US",91,38,"California","Dry Creek Valley","Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley)","Dry Creek Vineyard","dried",150,"2012"
"590","Zinfandel","US",91,38,"California","Dry Creek Valley","Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley)","Dry Creek Vineyard","dark",236,"2012"
"591","Zinfandel","US",85,33,"California","Dry Creek Valley","Pech Merle 2013 Treborce Vineyard Zinfandel (Dry Creek Valley)","Pech Merle","plum",227,"2013"
"592","Zinfandel","US",85,33,"California","Dry Creek Valley","Pech Merle 2013 Treborce Vineyard Zinfandel (Dry Creek Valley)","Pech Merle","vanilla",210,"2013"
"593","Zinfandel","US",87,35,"California","Napa Valley","Kuleto Estate 2008 Zinfandel (Napa Valley)","Kuleto Estate","raspberry",342,"2008"
"594","Zinfandel","US",92,38,"California","Alexander Valley","Bella 2009 Big River Ranch Zinfandel (Alexander Valley)","Bella","delicious",135,"2009"
"595","Zinfandel","US",92,38,"California","Alexander Valley","Bella 2009 Big River Ranch Zinfandel (Alexander Valley)","Bella","tannic",251,"2009"
"596","Zinfandel","US",92,38,"California","Alexander Valley","Bella 2009 Big River Ranch Zinfandel (Alexander Valley)","Bella","currant",157,"2009"
"597","Zinfandel","US",90,20,"California","Yolo County","Berryessa Gap 2011 California Series Zinfandel (Yolo County)","Berryessa Gap","firm",181,"2011"
"598","Zinfandel","US",90,56,"California","Paso Robles","Daou 2012 Reserve Zinfandel (Paso Robles)","Daou","jammy",169,"2012"
"599","Zinfandel","US",86,20,"California","El Dorado","Lava Cap 2005 Reserve Zinfandel (El Dorado)","Lava Cap","berries",141,"2005"
"600","Zinfandel","US",90,38,"California","Paso Robles","Lone Madrone 2011 Bailey Ranch Dry Farmed Zinfandel (Paso Robles)","Lone Madrone","bright",128,"2011"
